timestamp,z20_y0_x0,z20_y0_x25,z20_y0_x50,z20_y0_x80,z40_y0_x0,z40_y0_x25,z40_y0_x50,z40_y0_x80,z60_y0_x0,z60_y0_x25,z60_y0_x50,z60_y0_x80
1657148400,-9.543,-14.518,-40.403,-758.821,-20.507,-31.380,-109.035,-436.913,-169.396,-170.041,-170.841,-245.207
1657152000,-10.012,-14.570,-38.676,-751.085,-20.130,-30.396,-112.133,-433.110,-169.582,-167.038,-168.486,-242.171
1657155600,-10.443,-14.706,-37.974,-746.307,-19.923,-29.770,-111.534,-429.200,-167.789,-164.410,-167.883,-239.218
1657159200,-10.837,-14.862,-37.413,-742.174,-19.790,-29.221,-110.427,-425.480,-166.102,-162.439,-167.023,-236.561
1657162800,-11.201,-15.034,-36.903,-739.251,-19.740,-28.848,-109.778,-421.518,-164.518,-161.307,-165.741,-233.682
1657166400,-11.537,-15.204,-36.456,-738.610,-19.710,-28.432,-108.898,-418.375,-162.974,-159.931,-164.826,-231.412
1657170000,-11.862,-15.397,-36.137,-737.274,-19.736,-28.106,-107.964,-415.413,-161.555,-158.656,-163.941,-229.279
1657173600,-12.190,-15.619,-35.951,-738.316,-19.821,-27.877,-107.497,-413.048,-160.130,-157.550,-163.013,-227.627
1657177200,-12.537,-15.912,-36.267,-741.688,-20.018,-27.935,-107.769,-412.060,-159.568,-157.632,-162.489,-226.765
1657180800,-12.886,-16.199,-36.235,-743.856,-20.217,-27.881,-107.185,-412.278,-158.761,-156.869,-162.185,-226.692
1657184400,-13.261,-16.547,-36.596,-750.935,-20.491,-27.975,-107.431,-415.718,-158.209,-156.748,-162.711,-227.877
1657188000,-13.168,-16.946,-37.026,-760.252,-20.850,-28.242,-107.959,-423.110,-158.343,-158.899,-164.070,-231.466
1657191600,-9.580,-17.227,-37.153,-771.015,-21.037,-27.944,-106.189,-433.455,-157.719,-157.171,-166.644,-236.977
1657195200,-7.158,-17.439,-37.909,-781.512,-21.402,-28.193,-107.684,-442.202,-159.229,-159.229,-169.884,-243.344
1657198800,-6.156,-17.259,-39.016,-788.679,-21.759,-28.567,-109.684,-453.162,-161.530,-161.835,-173.966,-249.500
1657202400,-5.871,-16.582,-40.048,-790.508,-21.919,-28.903,-111.428,-456.769,-162.873,-163.506,-177.629,-253.848
1657206000,-5.745,-15.678,-40.807,-789.676,-21.810,-29.178,-112.684,-457.245,-163.157,-164.128,-180.830,-255.805
1657209600,-5.703,-14.850,-41.042,-785.341,-21.422,-29.230,-112.714,-455.434,-162.723,-163.080,-182.981,-255.915
1657213200,-5.742,-14.092,-40.857,-779.499,-20.858,-29.226,-112.171,-453.296,-161.934,-161.822,-184.165,-255.269
1657216800,-5.966,-13.499,-40.568,-776.355,-20.128,-29.044,-112.011,-451.438,-160.601,-160.992,-185.241,-254.244
1657220400,-5.666,-12.897,-40.162,-772.820,-19.357,-28.646,-111.287,-447.802,-158.640,-158.758,-185.737,-252.833
1657224000,-5.401,-11.182,-39.406,-767.392,-18.614,-28.165,-110.223,-443.675,-156.718,-156.952,-185.845,-250.980
1657227600,-6.159,-10.129,-38.708,-763.467,-17.871,-27.711,-110.019,-439.871,-155.033,-155.979,-185.535,-248.041
1657231200,-6.802,-9.926,-37.396,-760.307,-17.188,-27.165,-109.501,-435.993,-153.223,-155.427,-184.651,-245.448
1657234800,-7.341,-10.004,-35.422,-757.817,-16.654,-26.526,-109.165,-432.480,-151.748,-155.120,-183.698,-242.850
1657238400,-7.781,-10.189,-33.078,-755.522,-16.312,-25.803,-108.990,-428.902,-150.197,-155.194,-183.035,-240.556
1657242000,-8.175,-10.398,-30.938,-755.352,-16.083,-25.093,-108.834,-425.324,-148.904,-155.314,-182.016,-237.968
1657245600,-8.534,-10.613,-29.136,-756.219,-15.935,-24.433,-108.784,-422.215,-147.478,-155.617,-180.735,-235.660
1657249200,-8.890,-10.849,-27.644,-757.527,-15.890,-24.096,-109.930,-419.681,-147.312,-158.930,-179.766,-233.465
1657252800,-9.205,-11.065,-26.191,-758.723,-15.856,-23.624,-109.812,-416.819,-146.668,-160.647,-178.711,-231.248
1657256400,-9.505,-11.299,-25.326,-761.316,-15.901,-23.308,-110.268,-415.097,-146.189,-162.763,-177.788,-229.846
1657260000,-9.798,-11.541,-24.690,-766.406,-16.010,-23.156,-111.109,-414.027,-146.053,-165.164,-176.829,-228.537
1657263600,-10.090,-11.791,-24.348,-772.267,-16.124,-22.946,-110.810,-413.998,-145.568,-165.900,-176.110,-228.199
1657267200,-10.382,-12.046,-23.995,-779.400,-16.282,-22.856,-111.130,-415.651,-145.409,-167.497,-175.431,-228.429
1657270800,-10.669,-12.301,-23.735,-786.381,-16.455,-22.753,-110.586,-419.690,-145.228,-168.978,-176.237,-230.578
1657274400,-10.959,-12.550,-23.435,-795.615,-16.650,-22.699,-108.817,-426.880,-145.610,-172.137,-177.689,-234.648
1657278000,-11.261,-12.824,-23.442,-806.826,-16.835,-22.543,-107.194,-437.694,-145.812,-173.958,-180.918,-240.770
1657281600,-11.574,-13.119,-23.603,-814.999,-17.075,-22.586,-107.563,-447.848,-146.959,-177.927,-184.234,-246.911
1657285200,-11.881,-13.406,-23.705,-817.163,-17.322,-22.646,-106.687,-455.122,-147.720,-180.519,-187.765,-252.750
1657288800,-12.164,-13.653,-23.658,-816.871,-17.501,-22.518,-104.422,-459.767,-146.668,-178.510,-190.970,-257.246
1657292400,-12.444,-13.923,-23.807,-816.565,-17.737,-22.609,-104.474,-462.836,-146.114,-177.013,-194.608,-261.305
1657296000,-12.739,-14.210,-24.038,-815.472,-17.998,-22.781,-104.598,-464.969,-145.625,-175.096,-198.318,-264.417
1657299600,-12.961,-14.404,-23.979,-810.125,-18.179,-22.829,-103.066,-464.469,-144.780,-172.303,-201.410,-266.167
1657303200,-13.135,-14.557,-23.908,-806.041,-18.304,-22.844,-102.439,-462.805,-143.707,-169.849,-204.253,-266.744
1657306800,-13.306,-14.710,-23.889,-800.986,-18.427,-22.850,-101.192,-459.576,-142.168,-166.263,-206.190,-265.984
1657310400,-13.333,-14.579,-21.640,-651.792,-17.863,-21.411,-45.694,-92.409,-61.077,-126.694,-185.848,-52.370
1657314000,-13.459,-14.738,-21.867,-481.439,-17.668,-21.482,-43.955,-92.379,-44.842,-125.546,-185.722,-53.447
1657317600,-13.661,-14.990,-22.456,-409.096,-17.878,-21.753,-43.876,-96.429,-44.447,-129.505,-184.602,-55.501
1657321200,-13.863,-15.243,-23.053,-376.295,-18.111,-22.054,-44.160,-100.576,-44.614,-130.619,-183.138,-58.583
1657324800,-14.063,-15.499,-23.750,-363.108,-18.339,-22.332,-44.527,-103.140,-44.825,-131.175,-182.132,-63.153
1657328400,-14.267,-15.763,-24.442,-358.147,-18.598,-22.716,-45.022,-107.982,-45.166,-133.403,-181.000,-68.826
1657332000,-14.463,-16.010,-25.080,-358.141,-18.832,-23.012,-45.317,-112.029,-45.660,-133.823,-180.110,-77.749
1657335600,-14.650,-16.239,-25.616,-361.573,-19.056,-23.276,-45.524,-119.082,-46.303,-130.026,-178.535,-84.697
1657339200,-14.841,-16.478,-26.229,-366.823,-19.331,-23.622,-45.810,-126.408,-47.576,-131.310,-177.338,-90.442
1657342800,-15.051,-16.717,-26.653,-371.599,-19.658,-24.003,-45.881,-135.199,-49.132,-133.760,-175.919,-89.737
1657346400,-15.341,-17.061,-27.360,-378.475,-20.081,-24.566,-46.314,-145.585,-50.833,-136.425,-174.929,-92.359
1657350000,-15.660,-17.430,-28.093,-385.237,-20.531,-25.106,-46.847,-157.060,-53.367,-138.610,-173.842,-93.352
1657353600,-16.024,-17.857,-28.976,-391.904,-21.044,-25.691,-47.239,-169.038,-56.632,-140.105,-172.537,-96.957
1657357200,-16.046,-18.320,-29.761,-400.810,-21.600,-26.291,-47.536,-181.967,-60.188,-141.587,-171.252,-100.307
1657360800,-11.434,-18.850,-30.695,-411.442,-22.250,-27.039,-48.115,-196.802,-64.432,-144.259,-170.526,-100.834
1657364400,-7.710,-19.211,-31.436,-425.338,-22.924,-27.651,-48.471,-213.708,-68.743,-146.421,-171.016,-101.624
1657368000,-6.101,-19.221,-32.216,-442.725,-23.741,-28.389,-48.810,-233.902,-74.581,-150.767,-172.421,-109.184
1657371600,-5.513,-18.568,-33.194,-458.097,-24.505,-29.077,-49.203,-259.300,-82.751,-155.725,-174.810,-119.090
1657375200,-5.193,-17.459,-33.694,-484.499,-25.239,-29.772,-49.586,-287.077,-86.203,-162.169,-177.420,-130.062
1657378800,-5.181,-15.962,-34.392,-506.538,-25.213,-30.292,-49.790,-314.039,-88.786,-168.350,-180.218,-142.566
1657382400,-5.173,-14.783,-34.731,-526.308,-24.655,-30.761,-50.065,-338.379,-99.743,-174.543,-183.450,-155.247
1657386000,-5.203,-13.862,-35.117,-543.967,-22.816,-31.103,-50.515,-359.591,-104.224,-179.561,-186.502,-168.816
1657389600,-5.259,-13.173,-35.436,-557.228,-21.880,-31.416,-50.927,-376.919,-119.497,-184.732,-189.679,-181.479
1657393200,-5.339,-12.581,-35.362,-565.533,-20.739,-31.190,-50.990,-387.941,-136.871,-186.619,-191.764,-192.625
1657396800,-5.561,-12.219,-35.352,-569.137,-19.860,-31.128,-51.267,-395.122,-154.279,-187.995,-193.324,-202.293
1657400400,-5.752,-11.962,-35.248,-571.289,-19.137,-30.954,-51.502,-399.934,-173.471,-189.079,-193.838,-210.505
1657404000,-6.202,-11.758,-35.104,-572.381,-18.413,-30.718,-51.629,-402.415,-191.045,-190.745,-193.858,-216.878
1657407600,-6.927,-11.761,-34.964,-573.525,-17.911,-30.274,-52.159,-403.919,-205.811,-191.356,-193.901,-221.629
1657411200,-7.619,-11.887,-34.766,-574.567,-17.574,-29.804,-52.457,-404.205,-216.922,-191.707,-193.122,-225.774
1657414800,-8.228,-12.094,-34.589,-575.770,-17.391,-29.398,-52.934,-404.333,-226.201,-193.019,-193.099,-229.107
1657418400,-8.737,-12.332,-34.362,-576.798,-17.324,-28.904,-53.157,-403.610,-231.911,-193.338,-192.276,-231.371
1657422000,-9.046,-12.608,-34.112,-578.588,-17.455,-28.564,-53.499,-403.205,-236.703,-193.862,-191.655,-233.141
1657425600,-10.173,-13.885,-35.204,-581.091,-20.235,-32.305,-54.238,-402.687,-244.932,-194.837,-190.956,-234.657
1657429200,-10.666,-14.264,-35.261,-583.111,-20.521,-32.391,-54.687,-402.353,-248.238,-195.536,-190.605,-234.784
1657432800,-11.123,-14.649,-35.200,-585.846,-21.076,-32.782,-55.092,-402.038,-259.803,-196.330,-189.909,-235.493
1657436400,-11.536,-14.996,-35.482,-590.335,-21.151,-32.664,-55.815,-403.170,-257.123,-196.677,-189.561,-236.176
1657440000,-11.966,-15.391,-35.771,-596.709,-21.384,-32.767,-56.491,-406.808,-255.967,-198.474,-189.736,-237.898
1657443600,-12.406,-15.829,-36.382,-607.485,-21.679,-33.023,-57.627,-413.594,-254.895,-201.924,-191.203,-241.279
1657447200,-12.256,-16.002,-36.371,-621.440,-20.824,-29.398,-55.926,-423.565,-229.465,-191.077,-193.004,-246.333
1657450800,-9.057,-16.380,-37.009,-635.231,-21.135,-29.299,-57.289,-435.220,-231.421,-194.262,-197.302,-252.776
1657454400,-6.773,-16.525,-37.512,-647.533,-20.961,-28.835,-58.346,-445.796,-209.619,-196.635,-201.080,-259.192
1657458000,-5.810,-16.307,-38.249,-662.020,-21.180,-28.725,-59.484,-454.364,-201.300,-178.053,-202.510,-265.563
1657461600,-5.572,-15.636,-38.787,-669.176,-21.200,-28.534,-60.334,-461.095,-179.500,-148.923,-204.112,-271.075
1657465200,-5.480,-14.695,-39.219,-675.800,-20.457,-27.994,-61.051,-466.399,-144.246,-126.788,-206.937,-275.745
1657468800,-5.464,-13.897,-39.691,-682.768,-19.965,-27.928,-62.371,-470.292,-129.924,-112.908,-210.523,-280.119
1657472400,-5.528,-13.264,-38.934,-686.073,-19.337,-27.811,-61.606,-472.979,-118.393,-103.214,-213.200,-283.662
1657476000,-5.652,-12.719,-38.594,-683.467,-18.560,-27.328,-61.291,-473.179,-109.038,-95.607,-215.086,-285.479
1657479600,-5.844,-12.297,-38.243,-680.516,-17.859,-26.976,-61.706,-471.827,-101.625,-90.511,-216.207,-285.926
1657483200,-6.317,-12.048,-37.870,-676.898,-17.263,-26.560,-61.728,-469.666,-96.447,-86.439,-216.216,-284.879
1657486800,-7.028,-11.995,-37.507,-673.564,-16.814,-26.073,-61.996,-466.899,-92.122,-82.999,-216.286,-283.472
1657490400,-7.703,-12.063,-37.155,-672.051,-16.479,-25.560,-62.557,-464.274,-88.323,-80.000,-216.042,-281.743
1657494000,-8.268,-12.219,-36.779,-670.858,-16.286,-25.047,-62.836,-461.789,-85.294,-77.524,-215.442,-279.617
1657497600,-8.767,-12.412,-36.450,-670.457,-16.180,-24.575,-63.447,-459.058,-82.626,-75.471,-214.801,-277.407
1657501200,-9.208,-12.616,-36.077,-670.274,-16.130,-24.126,-63.934,-456.950,-80.280,-73.463,-214.190,-275.260
1657504800,-9.604,-12.824,-35.688,-671.131,-16.125,-23.728,-64.181,-454.372,-78.204,-71.815,-213.619,-273.482
1657508400,-9.964,-13.033,-35.344,-672.356,-16.152,-23.388,-64.741,-452.527,-76.172,-70.226,-212.430,-271.228
1657512000,-10.324,-13.316,-35.601,-674.847,-16.359,-23.672,-67.368,-451.070,-75.726,-70.753,-212.430,-269.481
1657515600,-10.675,-13.617,-35.587,-676.922,-16.603,-24.186,-69.042,-449.698,-75.212,-71.447,-211.525,-268.396
1657519200,-11.015,-13.912,-35.512,-681.213,-16.840,-24.868,-70.036,-449.159,-74.555,-77.353,-211.201,-267.251
1657522800,-11.360,-14.225,-35.577,-685.605,-17.091,-25.104,-71.188,-449.356,-73.912,-76.979,-210.494,-267.010
1657526400,-11.715,-14.567,-35.899,-692.312,-17.353,-25.270,-71.963,-451.695,-72.999,-76.338,-209.973,-268.082
1657530000,-12.068,-14.906,-36.011,-701.348,-17.614,-25.390,-72.444,-456.815,-72.123,-75.945,-210.788,-270.622
1657533600,-11.907,-15.302,-36.490,-712.915,-17.907,-25.482,-73.048,-465.029,-71.049,-75.610,-212.325,-274.673
1657537200,-8.691,-15.646,-36.831,-726.397,-18.196,-25.615,-73.737,-474.912,-70.514,-75.986,-216.542,-280.624
1657540800,-6.458,-15.782,-37.325,-740.063,-18.488,-25.834,-74.391,-483.823,-70.060,-76.534,-220.787,-286.812
1657544400,-5.660,-15.423,-37.526,-749.288,-18.698,-26.463,-74.844,-491.193,-69.773,-76.416,-224.672,-291.446
1657548000,-5.280,-14.692,-37.323,-756.152,-18.746,-26.708,-74.803,-496.796,-69.665,-77.049,-228.728,-295.650
1657551600,-5.161,-13.811,-37.366,-760.850,-18.528,-27.119,-75.150,-501.215,-69.683,-77.518,-232.389,-299.167
1657555200,-5.145,-13.001,-37.111,-763.885,-18.077,-27.195,-75.199,-503.886,-69.679,-78.203,-235.801,-301.994
1657558800,-5.159,-12.355,-36.806,-764.525,-17.440,-27.056,-74.924,-504.730,-69.590,-78.272,-238.679,-303.958
1657562400,-5.220,-11.814,-36.525,-764.440,-16.762,-26.674,-75.406,-504.154,-69.724,-78.343,-241.429,-305.000
1657566000,-5.430,-11.462,-36.006,-761.589,-16.190,-26.259,-76.411,-502.304,-70.382,-79.165,-243.674,-305.018
1657569600,-5.633,-11.239,-35.693,-757.047,-15.722,-25.807,-77.358,-499.021,-70.977,-79.718,-244.326,-303.268
1657573200,-6.106,-11.138,-35.360,-752.400,-15.354,-25.349,-78.201,-495.510,-71.420,-80.035,-244.382,-301.367
1657576800,-6.700,-11.181,-34.916,-747.901,-15.165,-25.166,-80.140,-491.898,-72.389,-81.034,-244.588,-299.198
1657580400,-7.285,-11.322,-34.663,-744.098,-15.083,-25.039,-81.804,-488.170,-73.500,-81.925,-244.018,-296.241
1657584000,-7.822,-11.505,-34.358,-740.863,-15.044,-24.725,-82.864,-484.505,-74.138,-81.861,-243.290,-294.147
1657587600,-8.311,-11.716,-34.079,-739.240,-15.055,-24.388,-83.917,-481.506,-74.714,-82.193,-243.034,-291.615
1657591200,-8.758,-11.949,-33.831,-738.062,-15.129,-24.171,-85.282,-478.230,-75.217,-82.046,-241.659,-289.075
1657594800,-9.162,-12.174,-33.342,-737.039,-15.218,-23.914,-86.092,-475.602,-75.656,-82.623,-241.421,-286.837
1657598400,-9.533,-12.407,-33.051,-736.806,-15.332,-23.702,-86.741,-472.543,-75.965,-82.863,-240.365,-285.062
1657602000,-9.887,-12.661,-33.033,-738.919,-15.491,-23.627,-87.885,-470.386,-76.461,-83.103,-239.880,-282.466
1657605600,-10.221,-12.903,-32.626,-740.991,-15.650,-23.510,-88.243,-468.272,-76.608,-83.611,-239.100,-280.528
1657609200,-10.550,-13.173,-32.637,-745.556,-15.835,-23.445,-88.488,-467.619,-76.684,-83.710,-238.029,-279.709
1657612800,-10.883,-13.459,-32.570,-750.870,-16.048,-23.454,-88.456,-468.377,-76.634,-84.267,-237.737,-279.975
1657616400,-11.182,-13.698,-32.249,-758.185,-16.204,-23.268,-87.469,-471.041,-76.162,-84.370,-238.002,-281.392
1657620000,-11.097,-14.009,-32.198,-768.045,-16.412,-23.237,-87.017,-477.143,-75.865,-84.076,-240.354,-285.042
1657623600,-8.424,-14.309,-32.514,-779.129,-16.682,-23.384,-86.901,-486.554,-76.036,-85.225,-243.688,-290.461
1657627200,-6.540,-14.308,-32.434,-787.718,-16.916,-23.583,-86.196,-495.259,-76.382,-85.388,-248.149,-295.922
1657630800,-5.756,-13.992,-32.249,-794.716,-17.064,-23.769,-85.761,-500.967,-76.907,-86.069,-252.741,-300.815
1657634400,-5.553,-13.396,-32.226,-799.172,-17.014,-23.888,-84.379,-504.228,-77.299,-86.424,-256.445,-304.605
1657638000,-5.444,-12.773,-32.098,-801.019,-16.798,-23.991,-83.400,-506.012,-77.638,-86.201,-260.565,-307.331
1657641600,-5.430,-12.206,-31.835,-801.002,-16.466,-24.048,-82.702,-507.497,-77.968,-87.110,-264.036,-310.023
1657645200,-5.555,-11.756,-31.710,-799.387,-16.051,-23.988,-82.398,-506.816,-78.341,-87.936,-266.550,-310.369
1657648800,-5.745,-11.454,-31.532,-797.086,-15.693,-23.994,-83.850,-504.723,-79.177,-89.601,-268.968,-310.725
1657652400,-6.168,-11.259,-31.181,-791.884,-15.356,-23.875,-84.538,-501.347,-79.876,-91.768,-270.131,-309.663
1657656000,-6.846,-11.231,-30.983,-786.822,-15.111,-23.712,-85.628,-497.538,-80.690,-93.662,-270.298,-307.794
1657659600,-7.500,-11.322,-30.782,-780.886,-14.943,-23.437,-86.356,-493.207,-81.058,-95.353,-270.001,-305.234
1657663200,-8.074,-11.491,-30.598,-776.003,-14.872,-23.130,-87.163,-488.785,-81.561,-96.644,-269.265,-302.674
1657666800,-8.405,-11.738,-30.258,-770.599,-14.987,-22.782,-87.350,-484.304,-82.009,-96.492,-268.879,-300.197
1657670400,-8.848,-11.950,-30.109,-766.429,-15.056,-22.681,-88.075,-479.819,-82.405,-96.796,-267.527,-296.855
1657674000,-9.248,-12.165,-29.971,-764.124,-15.142,-22.439,-88.583,-475.643,-82.688,-95.870,-266.703,-294.297
1657677600,-9.615,-12.383,-29.845,-762.502,-15.252,-22.237,-89.052,-471.948,-83.106,-95.174,-265.841,-291.837
1657681200,-9.954,-12.604,-29.737,-761.887,-15.386,-22.192,-89.670,-468.451,-83.306,-96.038,-264.707,-289.282
1657684800,-10.269,-12.824,-29.628,-761.310,-15.534,-22.189,-90.054,-465.010,-83.579,-96.627,-263.823,-287.012
1657688400,-10.580,-13.068,-29.645,-761.751,-15.729,-22.299,-90.730,-462.348,-84.029,-97.674,-262.843,-284.510
1657692000,-10.877,-13.303,-29.685,-763.821,-15.884,-22.218,-90.066,-460.431,-83.741,-97.487,-261.983,-283.119
1657695600,-11.256,-13.609,-29.901,-767.605,-16.111,-22.375,-91.004,-459.086,-83.857,-97.814,-261.121,-281.901
