timestamp,z20_y0_x0,z20_y0_x5,z20_y0_x10,z20_y0_x15,z20_y0_x20,z20_y0_x25,z20_y0_x30,z20_y0_x35,z20_y0_x40,z20_y0_x45,z20_y0_x50,z20_y0_x55,z20_y0_x60,z20_y0_x65,z20_y0_x70,z20_y0_x75,z20_y0_x80,z20_y0_x85,z20_y0_x90,z20_y0_x95,z20_y0_x100,z30_y0_x0,z30_y0_x5,z30_y0_x10,z30_y0_x15,z30_y0_x20,z30_y0_x25,z30_y0_x30,z30_y0_x35,z30_y0_x40,z30_y0_x45,z30_y0_x50,z30_y0_x55,z30_y0_x60,z30_y0_x65,z30_y0_x70,z30_y0_x75,z30_y0_x80,z30_y0_x85,z30_y0_x90,z30_y0_x95,z30_y0_x100,z40_y0_x0,z40_y0_x5,z40_y0_x10,z40_y0_x15,z40_y0_x20,z40_y0_x25,z40_y0_x30,z40_y0_x35,z40_y0_x40,z40_y0_x45,z40_y0_x50,z40_y0_x55,z40_y0_x60,z40_y0_x65,z40_y0_x70,z40_y0_x75,z40_y0_x80,z40_y0_x85,z40_y0_x90,z40_y0_x95,z40_y0_x100,z50_y0_x0,z50_y0_x5,z50_y0_x10,z50_y0_x15,z50_y0_x20,z50_y0_x25,z50_y0_x30,z50_y0_x35,z50_y0_x40,z50_y0_x45,z50_y0_x50,z50_y0_x55,z50_y0_x60,z50_y0_x65,z50_y0_x70,z50_y0_x75,z50_y0_x80,z50_y0_x85,z50_y0_x90,z50_y0_x95,z50_y0_x100,z60_y0_x0,z60_y0_x5,z60_y0_x10,z60_y0_x15,z60_y0_x20,z60_y0_x25,z60_y0_x30,z60_y0_x35,z60_y0_x40,z60_y0_x45,z60_y0_x50,z60_y0_x55,z60_y0_x60,z60_y0_x65,z60_y0_x70,z60_y0_x75,z60_y0_x80,z60_y0_x85,z60_y0_x90,z60_y0_x95,z60_y0_x100
1657076400,-11.040,-11.040,-12.314,-12.314,-16.875,-16.875,-16.875,-23.526,-23.526,-29.444,-29.444,-29.444,-77.349,-77.349,-544.347,-544.347,-544.347,-600.075,-600.075,-590.445,-590.445,-13.253,-13.253,-14.983,-14.983,-20.820,-20.820,-20.820,-30.043,-30.043,-42.175,-42.175,-42.175,-110.745,-110.745,-516.012,-516.012,-516.012,-511.850,-511.850,-501.436,-501.436,-21.837,-21.837,-24.001,-24.001,-28.397,-28.397,-28.397,-46.501,-46.501,-124.988,-124.988,-124.988,-244.872,-244.872,-422.468,-422.468,-422.468,-378.901,-378.901,-369.988,-369.988,-40.243,-40.243,-40.400,-40.400,-42.701,-42.701,-42.701,-74.675,-74.675,-164.353,-164.353,-164.353,-231.933,-231.933,-330.529,-330.529,-330.529,-294.809,-294.809,-287.480,-287.480,-250.245,-250.245,-231.529,-231.529,-215.864,-215.864,-215.864,-189.271,-189.271,-159.975,-159.975,-159.975,-190.932,-190.932,-234.858,-234.858,-234.858,-227.562,-227.562,-221.081,-221.081
1657080000,-11.459,-11.459,-12.665,-12.665,-16.962,-16.962,-16.962,-23.446,-23.446,-29.709,-29.709,-29.709,-76.733,-76.733,-539.292,-539.292,-539.292,-600.246,-600.246,-590.589,-590.589,-13.615,-13.615,-15.230,-15.230,-20.727,-20.727,-20.727,-29.821,-29.821,-42.110,-42.110,-42.110,-110.025,-110.025,-514.257,-514.257,-514.257,-512.018,-512.018,-501.559,-501.559,-21.890,-21.890,-23.962,-23.962,-28.593,-28.593,-28.593,-46.343,-46.343,-122.839,-122.839,-122.839,-244.084,-244.084,-422.353,-422.353,-422.353,-378.979,-378.979,-370.015,-370.015,-39.563,-39.563,-40.012,-40.012,-42.718,-42.718,-42.718,-74.160,-74.160,-163.850,-163.850,-163.850,-231.947,-231.947,-330.470,-330.470,-330.470,-294.858,-294.858,-287.484,-287.484,-246.495,-246.495,-227.955,-227.955,-212.758,-212.758,-212.758,-188.541,-188.541,-160.114,-160.114,-160.114,-191.039,-191.039,-234.951,-234.951,-234.951,-227.604,-227.604,-221.148,-221.148
1657083600,-11.858,-11.858,-13.007,-13.007,-17.090,-17.090,-17.090,-23.444,-23.444,-30.034,-30.034,-30.034,-76.473,-76.473,-535.101,-535.101,-535.101,-601.199,-601.199,-591.449,-591.449,-13.970,-13.970,-15.492,-15.492,-20.716,-20.716,-20.716,-29.706,-29.706,-42.182,-42.182,-42.182,-109.663,-109.663,-513.268,-513.268,-513.268,-512.885,-512.885,-502.297,-502.297,-22.016,-22.016,-24.008,-24.008,-28.854,-28.854,-28.854,-46.305,-46.305,-121.074,-121.074,-121.074,-243.747,-243.747,-422.776,-422.776,-422.776,-379.496,-379.496,-370.399,-370.399,-39.142,-39.142,-39.822,-39.822,-42.883,-42.883,-42.883,-73.841,-73.841,-163.644,-163.644,-163.644,-232.302,-232.302,-330.767,-330.767,-330.767,-295.180,-295.180,-287.691,-287.691,-243.068,-243.068,-224.707,-224.707,-209.954,-209.954,-209.954,-188.042,-188.042,-160.434,-160.434,-160.434,-191.318,-191.318,-235.191,-235.191,-235.191,-227.738,-227.738,-221.229,-221.229
1657087200,-12.255,-12.255,-13.360,-13.360,-17.285,-17.285,-17.285,-23.579,-23.579,-30.521,-30.521,-30.521,-76.945,-76.945,-532.843,-532.843,-532.843,-603.876,-603.876,-593.885,-593.885,-14.342,-14.342,-15.794,-15.794,-20.829,-20.829,-20.829,-29.802,-29.802,-42.534,-42.534,-42.534,-110.080,-110.080,-513.993,-513.993,-513.993,-515.291,-515.291,-504.385,-504.385,-22.271,-22.271,-24.209,-24.209,-29.316,-29.316,-29.316,-46.537,-46.537,-120.075,-120.075,-120.075,-244.415,-244.415,-424.380,-424.380,-424.380,-380.982,-380.982,-371.566,-371.566,-39.181,-39.181,-40.029,-40.029,-43.360,-43.360,-43.360,-73.929,-73.929,-164.109,-164.109,-164.109,-233.410,-233.410,-331.850,-331.850,-331.850,-296.100,-296.100,-288.340,-288.340,-240.404,-240.404,-222.214,-222.214,-207.813,-207.813,-207.813,-188.051,-188.051,-161.156,-161.156,-161.156,-191.977,-191.977,-235.754,-235.754,-235.754,-228.071,-228.071,-221.339,-221.339
1657090800,-12.650,-12.650,-13.721,-13.721,-17.530,-17.530,-17.530,-23.814,-23.814,-31.122,-31.122,-31.122,-77.953,-77.953,-532.039,-532.039,-532.039,-607.776,-607.776,-597.440,-597.440,-14.730,-14.730,-16.129,-16.129,-21.037,-21.037,-21.037,-30.051,-30.051,-43.093,-43.093,-43.093,-111.071,-111.071,-515.955,-515.955,-515.955,-518.793,-518.793,-507.433,-507.433,-22.630,-22.630,-24.533,-24.533,-29.919,-29.919,-29.919,-46.967,-46.967,-119.638,-119.638,-119.638,-245.806,-245.806,-426.827,-426.827,-426.827,-383.156,-383.156,-373.290,-373.290,-39.553,-39.553,-40.524,-40.524,-44.061,-44.061,-44.061,-74.314,-74.314,-165.055,-165.055,-165.055,-235.057,-235.057,-333.491,-333.491,-333.491,-297.445,-297.445,-289.303,-289.303,-238.414,-238.414,-220.319,-220.319,-206.184,-206.184,-206.184,-188.424,-188.424,-162.166,-162.166,-162.166,-192.907,-192.907,-236.547,-236.547,-236.547,-228.544,-228.544,-221.473,-221.473
1657094400,-13.089,-13.089,-14.141,-14.141,-17.910,-17.910,-17.910,-24.326,-24.326,-32.111,-32.111,-32.111,-80.591,-80.591,-535.449,-535.449,-535.449,-615.388,-615.388,-604.386,-604.386,-15.201,-15.201,-16.576,-16.576,-21.479,-21.479,-21.479,-30.735,-30.735,-44.264,-44.264,-44.264,-113.779,-113.779,-521.659,-521.659,-521.659,-525.620,-525.620,-513.393,-513.393,-23.268,-23.268,-25.182,-25.182,-31.016,-31.016,-31.016,-48.001,-48.001,-120.784,-120.784,-120.784,-249.404,-249.404,-431.833,-431.833,-431.833,-387.421,-387.421,-376.702,-376.702,-40.842,-40.842,-41.875,-41.875,-45.442,-45.442,-45.442,-75.563,-75.563,-167.485,-167.485,-167.485,-238.346,-238.346,-336.826,-336.826,-336.826,-300.082,-300.082,-291.218,-291.218,-238.121,-238.121,-220.103,-220.103,-205.979,-205.979,-205.979,-189.893,-189.893,-164.054,-164.054,-164.054,-194.659,-194.659,-238.037,-238.037,-238.037,-229.442,-229.442,-221.671,-221.671
1657098000,-13.522,-13.522,-14.564,-14.564,-18.295,-18.295,-18.295,-24.839,-24.839,-33.084,-33.084,-33.084,-83.216,-83.216,-538.637,-538.637,-538.637,-622.655,-622.655,-611.018,-611.018,-15.679,-15.679,-17.030,-17.030,-21.934,-21.934,-21.934,-31.394,-31.394,-45.421,-45.421,-45.421,-116.406,-116.406,-527.055,-527.055,-527.055,-532.152,-532.152,-519.093,-519.093,-23.940,-23.940,-25.857,-25.857,-32.066,-32.066,-32.066,-49.002,-49.002,-121.845,-121.845,-121.845,-252.830,-252.830,-436.618,-436.618,-436.618,-391.508,-391.508,-379.966,-379.966,-42.112,-42.112,-43.206,-43.206,-46.783,-46.783,-46.783,-76.767,-76.767,-169.798,-169.798,-169.798,-241.506,-241.506,-340.018,-340.018,-340.018,-302.608,-302.608,-293.048,-293.048,-237.731,-237.731,-219.885,-219.885,-205.745,-205.745,-205.745,-191.274,-191.274,-165.872,-165.872,-165.872,-196.343,-196.343,-239.466,-239.466,-239.466,-230.301,-230.301,-221.867,-221.867
1657101600,-12.732,-12.732,-14.949,-14.949,-18.774,-18.774,-18.774,-25.542,-25.542,-34.317,-34.317,-34.317,-87.021,-87.021,-544.407,-544.407,-544.407,-632.056,-632.056,-619.598,-619.598,-16.204,-16.204,-17.570,-17.570,-22.561,-22.561,-22.561,-32.327,-32.327,-46.995,-46.995,-46.995,-120.135,-120.135,-534.657,-534.657,-534.657,-540.614,-540.614,-526.479,-526.479,-24.847,-24.847,-27.367,-27.367,-33.427,-33.427,-33.427,-50.388,-50.388,-123.884,-123.884,-123.884,-257.582,-257.582,-442.897,-442.897,-442.897,-396.815,-396.815,-384.210,-384.210,-44.010,-44.010,-45.134,-45.134,-48.548,-48.548,-48.548,-78.512,-78.512,-173.005,-173.005,-173.005,-245.643,-245.643,-344.200,-344.200,-344.200,-305.886,-305.886,-295.429,-295.429,-238.369,-238.369,-220.632,-220.632,-206.396,-206.396,-206.396,-193.305,-193.305,-168.208,-168.208,-168.208,-198.509,-198.509,-241.298,-241.298,-241.298,-231.403,-231.403,-222.102,-222.102
1657105200,-6.741,-6.741,-13.849,-13.849,-19.223,-19.223,-19.223,-26.397,-26.397,-35.675,-35.675,-35.675,-91.521,-91.521,-551.389,-551.389,-551.389,-642.241,-642.241,-628.895,-628.895,-16.011,-16.011,-18.099,-18.099,-23.291,-23.291,-23.291,-33.383,-33.383,-48.791,-48.791,-48.791,-124.408,-124.408,-543.153,-543.153,-543.153,-549.803,-549.803,-534.500,-534.500,-25.911,-25.911,-28.918,-28.918,-34.984,-34.984,-34.984,-51.950,-51.950,-126.388,-126.388,-126.388,-262.888,-262.888,-449.751,-449.751,-449.751,-402.593,-402.593,-388.828,-388.828,-46.261,-46.261,-47.415,-47.415,-50.584,-50.584,-50.584,-80.499,-80.499,-176.588,-176.588,-176.588,-250.174,-250.174,-348.765,-348.765,-348.765,-309.454,-309.454,-298.017,-298.017,-239.495,-239.495,-221.775,-221.775,-207.451,-207.451,-207.451,-195.604,-195.604,-170.749,-170.749,-170.749,-200.861,-200.861,-243.281,-243.281,-243.281,-232.593,-232.593,-222.355,-222.355
1657108800,-4.611,-4.611,-10.591,-10.591,-19.173,-19.173,-19.173,-27.029,-27.029,-36.800,-36.800,-36.800,-95.803,-95.803,-556.506,-556.506,-556.506,-650.336,-650.336,-636.282,-636.282,-13.305,-13.305,-18.078,-18.078,-23.917,-23.917,-23.917,-34.218,-34.218,-50.277,-50.277,-50.277,-127.807,-127.807,-549.667,-549.667,-549.667,-557.129,-557.129,-540.887,-540.887,-27.399,-27.399,-30.100,-30.100,-36.140,-36.140,-36.140,-53.212,-53.212,-128.153,-128.153,-128.153,-266.999,-266.999,-455.185,-455.185,-455.185,-407.207,-407.207,-392.502,-392.502,-48.074,-48.074,-49.290,-49.290,-52.142,-52.142,-52.142,-82.069,-82.069,-179.360,-179.360,-179.360,-253.796,-253.796,-352.390,-352.390,-352.390,-312.302,-312.302,-300.073,-300.073,-239.857,-239.857,-222.222,-222.222,-207.893,-207.893,-207.893,-197.321,-197.321,-172.801,-172.801,-172.801,-202.754,-202.754,-244.872,-244.872,-244.872,-233.545,-233.545,-222.578,-222.578
1657112400,-4.011,-4.011,-8.332,-8.332,-18.346,-18.346,-18.346,-27.380,-27.380,-37.628,-37.628,-37.628,-98.780,-98.780,-559.453,-559.453,-559.453,-656.114,-656.114,-641.550,-641.550,-10.409,-10.409,-16.886,-16.886,-24.276,-24.276,-24.276,-34.782,-34.782,-51.361,-51.361,-51.361,-130.137,-130.137,-553.943,-553.943,-553.943,-562.376,-562.376,-545.451,-545.451,-28.216,-28.216,-30.881,-30.881,-36.977,-36.977,-36.977,-54.105,-54.105,-129.051,-129.051,-129.051,-269.741,-269.741,-459.020,-459.020,-459.020,-410.509,-410.509,-395.118,-395.118,-49.317,-49.317,-50.610,-50.610,-53.310,-53.310,-53.310,-83.135,-83.135,-181.198,-181.198,-181.198,-256.382,-256.382,-354.956,-354.956,-354.956,-314.342,-314.342,-301.531,-301.531,-239.337,-239.337,-221.872,-221.872,-207.632,-207.632,-207.632,-198.376,-198.376,-174.295,-174.295,-174.295,-204.128,-204.128,-246.023,-246.023,-246.023,-234.231,-234.231,-222.767,-222.767
1657116000,-3.820,-3.820,-7.260,-7.260,-17.012,-17.012,-17.012,-27.489,-27.489,-38.270,-38.270,-38.270,-100.958,-100.958,-561.214,-561.214,-561.214,-660.577,-660.577,-645.614,-645.614,-8.861,-8.861,-14.885,-14.885,-24.226,-24.226,-24.226,-35.174,-35.174,-52.206,-52.206,-52.206,-131.854,-131.854,-556.961,-556.961,-556.961,-566.439,-566.439,-548.977,-548.977,-28.342,-28.342,-31.384,-31.384,-37.638,-37.638,-37.638,-54.784,-54.784,-129.474,-129.474,-129.474,-271.702,-271.702,-461.945,-461.945,-461.945,-413.065,-413.065,-397.129,-397.129,-50.224,-50.224,-51.598,-51.598,-54.264,-54.264,-54.264,-83.918,-83.918,-182.502,-182.502,-182.502,-258.376,-258.376,-356.917,-356.917,-356.917,-315.919,-315.919,-302.648,-302.648,-238.351,-238.351,-221.097,-221.097,-206.993,-206.993,-206.993,-199.056,-199.056,-175.469,-175.469,-175.469,-205.205,-205.205,-246.920,-246.920,-246.920,-234.764,-234.764,-222.937,-222.937
1657119600,-3.796,-3.796,-6.689,-6.689,-15.633,-15.633,-15.633,-27.381,-27.381,-38.764,-38.764,-38.764,-102.477,-102.477,-562.028,-562.028,-562.028,-664.040,-664.040,-648.764,-648.764,-8.065,-8.065,-13.080,-13.080,-23.766,-23.766,-23.766,-35.412,-35.412,-52.857,-52.857,-52.857,-133.093,-133.093,-559.010,-559.010,-559.010,-569.602,-569.602,-551.713,-551.713,-27.757,-27.757,-31.585,-31.585,-38.153,-38.153,-38.153,-55.294,-55.294,-129.526,-129.526,-129.526,-273.059,-273.059,-464.176,-464.176,-464.176,-415.049,-415.049,-398.679,-398.679,-50.832,-50.832,-52.312,-52.312,-55.047,-55.047,-55.047,-84.479,-84.479,-183.391,-183.391,-183.391,-259.914,-259.914,-358.416,-358.416,-358.416,-317.143,-317.143,-303.505,-303.505,-237.007,-237.007,-219.997,-219.997,-206.066,-206.066,-206.066,-199.446,-199.446,-176.398,-176.398,-176.398,-206.054,-206.054,-247.626,-247.626,-247.626,-235.181,-235.181,-223.091,-223.091
1657123200,-3.981,-3.981,-6.483,-6.483,-14.526,-14.526,-14.526,-27.394,-27.394,-39.643,-39.643,-39.643,-106.104,-106.104,-565.914,-565.914,-565.914,-670.274,-670.274,-654.450,-654.450,-7.749,-7.749,-11.896,-11.896,-23.170,-23.170,-23.170,-35.970,-35.970,-54.101,-54.101,-54.101,-135.743,-135.743,-563.868,-563.868,-563.868,-575.283,-575.283,-556.655,-556.655,-27.042,-27.042,-32.072,-32.072,-39.192,-39.192,-39.192,-56.338,-56.338,-130.806,-130.806,-130.806,-276.154,-276.154,-468.363,-468.363,-468.363,-418.640,-418.640,-401.521,-401.521,-52.283,-52.283,-53.878,-53.878,-56.514,-56.514,-56.514,-85.768,-85.768,-185.463,-185.463,-185.463,-262.748,-262.748,-361.219,-361.219,-361.219,-319.359,-319.359,-305.088,-305.088,-236.952,-236.952,-220.025,-220.025,-206.127,-206.127,-206.127,-200.678,-200.678,-178.018,-178.018,-178.018,-207.542,-207.542,-248.864,-248.864,-248.864,-235.920,-235.920,-223.293,-223.293
1657126800,-4.104,-4.104,-6.459,-6.459,-13.697,-13.697,-13.697,-27.095,-27.095,-40.241,-40.241,-40.241,-108.479,-108.479,-568.059,-568.059,-568.059,-674.697,-674.697,-658.477,-658.477,-7.665,-7.665,-11.201,-11.201,-22.241,-22.241,-22.241,-36.211,-36.211,-54.979,-54.979,-54.979,-137.517,-137.517,-566.964,-566.964,-566.964,-579.326,-579.326,-560.161,-560.161,-25.667,-25.667,-31.813,-31.813,-39.888,-39.888,-39.888,-57.068,-57.068,-131.394,-131.394,-131.394,-278.150,-278.150,-471.286,-471.286,-471.286,-421.192,-421.192,-403.524,-403.524,-53.080,-53.080,-54.914,-54.914,-57.619,-57.619,-57.619,-86.641,-86.641,-186.784,-186.784,-186.784,-264.750,-264.750,-363.181,-363.181,-363.181,-320.934,-320.934,-306.198,-306.198,-236.222,-236.222,-219.449,-219.449,-205.653,-205.653,-205.653,-201.383,-201.383,-179.191,-179.191,-179.191,-208.616,-208.616,-249.754,-249.754,-249.754,-236.448,-236.448,-223.468,-223.468
1657130400,-4.332,-4.332,-6.534,-6.534,-13.111,-13.111,-13.111,-26.424,-26.424,-40.323,-40.323,-40.323,-107.881,-107.881,-566.845,-566.845,-566.845,-675.909,-675.909,-659.565,-659.565,-7.685,-7.685,-10.802,-10.802,-21.110,-21.110,-21.110,-35.906,-35.906,-55.144,-55.144,-55.144,-137.669,-137.669,-566.863,-566.863,-566.863,-580.453,-580.453,-561.109,-561.109,-23.941,-23.941,-30.603,-30.603,-39.858,-39.858,-39.858,-57.180,-57.180,-130.661,-130.661,-130.661,-278.146,-278.146,-471.943,-471.943,-471.943,-421.882,-421.882,-404.027,-404.027,-52.605,-52.605,-54.876,-54.876,-57.929,-57.929,-57.929,-86.698,-86.698,-186.735,-186.735,-186.735,-265.250,-265.250,-363.632,-363.632,-363.632,-321.356,-321.356,-306.463,-306.463,-234.180,-234.180,-217.712,-217.712,-204.156,-204.156,-204.156,-201.128,-201.128,-179.558,-179.558,-179.558,-208.946,-208.946,-250.020,-250.020,-250.020,-236.603,-236.603,-223.589,-223.589
1657134000,-5.175,-5.175,-6.954,-6.954,-12.834,-12.834,-12.834,-25.679,-25.679,-40.183,-40.183,-40.183,-106.780,-106.780,-564.268,-564.268,-564.268,-675.877,-675.877,-659.512,-659.512,-8.040,-8.040,-10.716,-10.716,-20.116,-20.116,-20.116,-35.334,-35.334,-55.012,-55.012,-55.012,-137.181,-137.181,-565.511,-565.511,-565.511,-580.447,-580.447,-561.063,-561.063,-22.510,-22.510,-29.102,-29.102,-39.439,-39.439,-39.439,-57.029,-57.029,-129.426,-129.426,-129.426,-277.355,-277.355,-471.719,-471.719,-471.719,-421.847,-421.847,-403.948,-403.948,-51.432,-51.432,-54.314,-54.314,-57.893,-57.893,-57.893,-86.434,-86.434,-186.145,-186.145,-186.145,-265.163,-265.163,-363.496,-363.496,-363.496,-321.330,-321.330,-306.400,-306.400,-231.644,-231.644,-215.540,-215.540,-202.279,-202.279,-202.279,-200.499,-200.499,-179.609,-179.609,-179.609,-208.986,-208.986,-250.042,-250.042,-250.042,-236.613,-236.613,-223.689,-223.689
1657137600,-5.986,-5.986,-7.493,-7.493,-12.787,-12.787,-12.787,-25.030,-25.030,-40.015,-40.015,-40.015,-105.675,-105.675,-561.614,-561.614,-561.614,-675.810,-675.810,-659.429,-659.429,-8.542,-8.542,-10.854,-10.854,-19.371,-19.371,-19.371,-34.715,-34.715,-54.852,-54.852,-54.852,-136.673,-136.673,-564.121,-564.121,-564.121,-580.411,-580.411,-560.991,-560.991,-21.511,-21.511,-27.733,-27.733,-38.910,-38.910,-38.910,-56.849,-56.849,-128.198,-128.198,-128.198,-276.539,-276.539,-471.470,-471.470,-471.470,-421.794,-421.794,-403.854,-403.854,-50.056,-50.056,-53.622,-53.622,-57.822,-57.822,-57.822,-86.164,-86.164,-185.535,-185.535,-185.535,-265.059,-265.059,-363.345,-363.345,-363.345,-321.292,-321.292,-306.329,-306.329,-229.128,-229.128,-213.388,-213.388,-200.425,-200.425,-200.425,-199.861,-199.861,-179.650,-179.650,-179.650,-209.017,-209.017,-250.056,-250.056,-250.056,-236.621,-236.621,-223.787,-223.787
1657141200,-6.720,-6.720,-8.044,-8.044,-12.875,-12.875,-12.875,-24.495,-24.495,-39.848,-39.848,-39.848,-104.669,-104.669,-559.026,-559.026,-559.026,-675.843,-675.843,-659.438,-659.438,-9.067,-9.067,-11.105,-11.105,-18.854,-18.854,-18.854,-34.095,-34.095,-54.692,-54.692,-54.692,-136.210,-136.210,-562.827,-562.827,-562.827,-580.466,-580.466,-561.000,-561.000,-20.860,-20.860,-26.592,-26.592,-38.319,-38.319,-38.319,-56.664,-56.664,-127.033,-127.033,-127.033,-275.781,-275.781,-471.291,-471.291,-471.291,-421.799,-421.799,-403.806,-403.806,-48.591,-48.591,-52.836,-52.836,-57.750,-57.750,-57.750,-85.923,-85.923,-184.962,-184.962,-184.962,-265.000,-265.000,-363.241,-363.241,-363.241,-321.291,-321.291,-306.285,-306.285,-226.684,-226.684,-211.304,-211.304,-198.638,-198.638,-198.638,-199.254,-199.254,-179.715,-179.715,-179.715,-209.071,-209.071,-250.090,-250.090,-250.090,-236.641,-236.641,-223.886,-223.886
1657144800,-7.377,-7.377,-8.572,-8.572,-13.041,-13.041,-13.041,-24.072,-24.072,-39.693,-39.693,-39.693,-103.799,-103.799,-556.570,-556.570,-556.570,-676.031,-676.031,-659.589,-659.589,-9.578,-9.578,-11.411,-11.411,-18.517,-18.517,-18.517,-33.505,-33.505,-54.545,-54.545,-54.545,-135.821,-135.821,-561.685,-561.685,-561.685,-580.662,-580.662,-561.133,-561.133,-20.460,-20.460,-25.694,-25.694,-37.703,-37.703,-37.703,-56.482,-56.482,-125.953,-125.953,-125.953,-275.114,-275.114,-471.222,-471.222,-471.222,-421.894,-421.894,-403.832,-403.832,-47.130,-47.130,-51.987,-51.987,-57.689,-57.689,-57.689,-85.725,-85.725,-184.450,-184.450,-184.450,-265.012,-265.012,-363.210,-363.210,-363.210,-321.346,-321.346,-306.282,-306.282,-224.330,-224.330,-209.306,-209.306,-196.936,-196.936,-196.936,-198.695,-198.695,-179.817,-179.817,-179.817,-209.160,-209.160,-250.152,-250.152,-250.152,-236.681,-236.681,-223.986,-223.986
1657148400,-7.967,-7.967,-9.068,-9.068,-13.252,-13.252,-13.252,-23.743,-23.743,-39.549,-39.549,-39.549,-103.029,-103.029,-554.210,-554.210,-554.210,-676.335,-676.335,-659.848,-659.848,-10.063,-10.063,-11.739,-11.739,-18.315,-18.315,-18.315,-32.956,-32.956,-54.403,-54.403,-54.403,-135.484,-135.484,-560.656,-560.656,-560.656,-580.965,-580.965,-561.359,-561.359,-20.234,-20.234,-25.010,-25.010,-37.080,-37.080,-37.080,-56.294,-56.294,-124.941,-124.941,-124.941,-274.516,-274.516,-471.234,-471.234,-471.234,-422.058,-422.058,-403.912,-403.912,-45.727,-45.727,-51.083,-51.083,-57.623,-57.623,-57.623,-85.560,-85.560,-183.981,-183.981,-183.981,-265.078,-265.078,-363.235,-363.235,-363.235,-321.443,-321.443,-306.310,-306.310,-222.044,-222.044,-207.379,-207.379,-195.306,-195.306,-195.306,-198.172,-198.172,-179.947,-179.947,-179.947,-209.276,-209.276,-250.236,-250.236,-250.236,-236.736,-236.736,-224.088,-224.088
1657152000,-8.503,-8.503,-9.534,-9.534,-13.483,-13.483,-13.483,-23.468,-23.468,-39.369,-39.369,-39.369,-102.104,-102.104,-551.575,-551.575,-551.575,-676.410,-676.410,-659.898,-659.898,-10.524,-10.524,-12.074,-12.074,-18.194,-18.194,-18.194,-32.411,-32.411,-54.194,-54.194,-54.194,-135.025,-135.025,-559.395,-559.395,-559.395,-581.060,-581.060,-561.404,-561.404,-20.101,-20.101,-24.441,-24.441,-36.399,-36.399,-36.399,-56.029,-56.029,-123.853,-123.853,-123.853,-273.771,-273.771,-471.084,-471.084,-471.084,-422.089,-422.089,-403.886,-403.886,-44.326,-44.326,-50.053,-50.053,-57.446,-57.446,-57.446,-85.330,-85.330,-183.410,-183.410,-183.410,-265.035,-265.035,-363.153,-363.153,-363.153,-321.459,-321.459,-306.279,-306.279,-219.675,-219.675,-205.389,-205.389,-193.634,-193.634,-193.634,-197.581,-197.581,-180.018,-180.018,-180.018,-209.338,-209.338,-250.275,-250.275,-250.275,-236.764,-236.764,-224.185,-224.185
1657155600,-8.991,-8.991,-9.966,-9.966,-13.723,-13.723,-13.723,-23.256,-23.256,-39.188,-39.188,-39.188,-101.180,-101.180,-548.881,-548.881,-548.881,-676.463,-676.463,-659.928,-659.928,-10.952,-10.952,-12.403,-12.403,-18.145,-18.145,-18.145,-31.909,-31.909,-53.963,-53.963,-53.963,-134.547,-134.547,-558.107,-558.107,-558.107,-581.135,-581.135,-561.432,-561.432,-20.055,-20.055,-24.019,-24.019,-35.727,-35.727,-35.727,-55.729,-55.729,-122.771,-122.771,-122.771,-273.007,-273.007,-470.918,-470.918,-470.918,-422.107,-422.107,-403.850,-403.850,-43.026,-43.026,-48.983,-48.983,-57.217,-57.217,-57.217,-85.090,-85.090,-182.823,-182.823,-182.823,-264.979,-264.979,-363.061,-363.061,-363.061,-321.467,-321.467,-306.242,-306.242,-217.301,-217.301,-203.409,-203.409,-191.985,-191.985,-191.985,-196.984,-196.984,-180.083,-180.083,-180.083,-209.394,-209.394,-250.308,-250.308,-250.308,-236.792,-236.792,-224.281,-224.281
1657159200,-9.438,-9.438,-10.368,-10.368,-13.967,-13.967,-13.967,-23.103,-23.103,-39.025,-39.025,-39.025,-100.339,-100.339,-546.249,-546.249,-546.249,-676.604,-676.604,-660.040,-660.040,-11.353,-11.353,-12.724,-12.724,-18.152,-18.152,-18.152,-31.465,-31.465,-53.737,-53.737,-53.737,-134.105,-134.105,-556.903,-556.903,-556.903,-581.292,-581.292,-561.531,-561.531,-20.072,-20.072,-23.720,-23.720,-35.107,-35.107,-35.107,-55.418,-55.418,-121.740,-121.740,-121.740,-272.294,-272.294,-470.813,-470.813,-470.813,-422.178,-422.178,-403.855,-403.855,-41.876,-41.876,-47.937,-47.937,-56.969,-56.969,-56.969,-84.870,-84.870,-182.268,-182.268,-182.268,-264.964,-264.964,-363.011,-363.011,-363.011,-321.507,-321.507,-306.229,-306.229,-214.960,-214.960,-201.478,-201.478,-190.396,-190.396,-190.396,-196.414,-196.414,-180.168,-180.168,-180.168,-209.470,-209.470,-250.358,-250.358,-250.358,-236.830,-236.830,-224.377,-224.377
