timestamp,precipitation
1658304000,0
1658307600,0
1658311200,0
1658314800,0
1658318400,0
1658322000,0
1658325600,0
1658329200,0
1658332800,0
1658336400,0
1658340000,0
1658343600,0
1658347200,0
1658350800,0
1658354400,0
1658358000,0
1658361600,0
1658365200,0
1658368800,0
1658372400,0
1658376000,0
1658379600,0
1658383200,0
1658386800,0
1658390400,0
1658394000,0
1658397600,0
1658401200,0
1658404800,0
1658408400,0
1658412000,0
1658415600,0
1658419200,0
1658422800,0
1658426400,0
1658430000,0
1658433600,0
1658437200,0
1658440800,0
1658444400,0
1658448000,0
1658451600,0
1658455200,0
1658458800,0
1658462400,0
1658466000,0
1658469600,0
1658473200,0
1658476800,0
1658480400,0
1658484000,0
1658487600,0
1658491200,0
1658494800,0
1658498400,0
1658502000,0
1658505600,0
1658509200,0
1658512800,0
1658516400,0
1658520000,0
1658523600,0
1658527200,0
1658530800,0
1658534400,0
1658538000,0
1658541600,0
1658545200,0
1658548800,0
1658552400,0
1658556000,0
1658559600,0
1658563200,0
1658566800,0
1658570400,0
1658574000,0
1658577600,0
1658581200,0
1658584800,0
1658588400,0
1658592000,0
1658595600,0
1658599200,0
1658602800,0
1658606400,0
1658610000,0
1658613600,0
1658617200,0
1658620800,0
1658624400,0
1658628000,0
1658631600,0
1658635200,0
1658638800,0
1658642400,0
1658646000,0
1658649600,0
1658653200,0
1658656800,0
1658660400,0
1658664000,0
1658667600,0
1658671200,0
1658674800,0
1658678400,0
1658682000,0
1658685600,0
1658689200,0
1658692800,0
1658696400,0
1658700000,0
1658703600,0
1658707200,0
1658710800,0
1658714400,0
1658718000,0
1658721600,0
1658725200,0
1658728800,0
1658732400,0
1658736000,0
1658739600,0
1658743200,0
1658746800,0
1658750400,0
1658754000,0
1658757600,0
1658761200,0
1658764800,0
1658768400,0
1658772000,0
1658775600,0
1658779200,0
1658782800,0
1658786400,0
1658790000,0
1658793600,0
1658797200,0
1658800800,0
1658804400,0
1658808000,0
1658811600,0
1658815200,0
1658818800,0
1658822400,0
1658826000,0
1658829600,0
1658833200,0
1658836800,0
1658840400,0
1658844000,0
1658847600,0
1658851200,0
1658854800,0
1658858400,0
1658862000,0
1658865600,0
1658869200,0
1658872800,0
1658876400,0
1658880000,0
1658883600,0
1658887200,0
1658890800,0
1658894400,0
1658898000,0
1658901600,0
1658905200,0
1658908800,0
1658912400,0
1658916000,0
1658919600,0
1658923200,0
1658926800,0
1658930400,0
1658934000,0
1658937600,0
1658941200,0
1658944800,0
1658948400,0
1658952000,0
1658955600,0
1658959200,0
1658962800,0
1658966400,0
1658970000,0
1658973600,0
1658977200,0
1658980800,0
1658984400,0
1658988000,0
1658991600,0
1658995200,0
1658998800,0
1659002400,0
1659006000,0
1659009600,0
1659013200,0
1659016800,0
1659020400,0
1659024000,0
1659027600,0
1659031200,0
1659034800,0
1659038400,0
1659042000,0
1659045600,0
1659049200,0
1659052800,0
1659056400,0
1659060000,0
1659063600,0
1659067200,0
1659070800,0
1659074400,0
1659078000,0
1659081600,0
1659085200,0
1659088800,0
1659092400,0
1659096000,0
1659099600,0
1659103200,0
1659106800,1.6
1659110400,0
1659114000,0
1659117600,0
1659121200,0
1659124800,0
1659128400,0
1659132000,0
1659135600,0
1659139200,0
1659142800,0
1659146400,0
1659150000,0
1659153600,0
1659157200,0
1659160800,0
1659164400,0
1659168000,0
1659171600,0
1659175200,0
1659178800,0
1659182400,0
1659186000,0
1659189600,0
1659193200,0
1659196800,0
1659200400,0
1659204000,0
1659207600,0
1659211200,0
1659214800,0
1659218400,0
1659222000,0
1659225600,0
1659229200,0
1659232800,0
1659236400,0
1659240000,0
1659243600,0
1659247200,0
1659250800,0
1659254400,0
1659258000,0
1659261600,0
1659265200,0
1659268800,0
1659272400,0
1659276000,0
1659279600,0
1659283200,0
1659286800,0
1659290400,0
1659294000,0
1659297600,0
1659301200,0
1659304800,0
1659308400,0
1659312000,0
1659315600,0
1659319200,0
1659322800,0
1659326400,0
1659330000,0
1659333600,0
1659337200,0
1659340800,0
1659344400,0
1659348000,0
1659351600,0
1659355200,0
1659358800,0
1659362400,0
1659366000,0
1659369600,0
1659373200,0
1659376800,0
1659380400,0
1659384000,0
1659387600,0
1659391200,0
1659394800,0
1659398400,0
1659402000,0
1659405600,0
1659409200,0
1659412800,0
1659416400,0
1659420000,0
1659423600,0
1659427200,0
1659430800,0
1659434400,0
1659438000,0
1659441600,0
1659445200,0
1659448800,0
1659452400,0
1659456000,0
1659459600,0
1659463200,0
1659466800,0
1659470400,0
1659474000,0
1659477600,0
1659481200,0
1659484800,0
1659488400,0
1659492000,0
1659495600,0
1659499200,0
1659502800,0
1659506400,0
1659510000,0
1659513600,0
1659517200,0
1659520800,0
1659524400,0
1659528000,0
1659531600,0
1659535200,0
1659538800,0
1659542400,0
1659546000,0
1659549600,0
1659553200,0
1659556800,0
1659560400,0
1659564000,0
1659567600,0
1659571200,0
1659574800,0
1659578400,0
1659582000,0
1659585600,0
1659589200,0
1659592800,0
1659596400,0
1659600000,0
1659603600,0
1659607200,0
1659610800,0
1659614400,0
1659618000,0
1659621600,0
1659625200,0
1659628800,0
1659632400,0
1659636000,0
1659639600,0
1659643200,0
1659646800,0
1659650400,0
1659654000,0
1659657600,0
1659661200,0
1659664800,0
1659668400,0
1659672000,0
1659675600,0
1659679200,0
1659682800,0
1659686400,0
1659690000,0
1659693600,0
1659697200,0
1659700800,0
1659704400,0
1659708000,0
1659711600,0
1659715200,0
1659718800,0
1659722400,0
1659726000,0
1659729600,0
1659733200,0
1659736800,0
1659740400,0
1659744000,0
1659747600,0
1659751200,0
1659754800,0
1659758400,0
1659762000,0
1659765600,0
1659769200,0
1659772800,0
1659776400,0
1659780000,0
1659783600,0
1659787200,0
1659790800,0
1659794400,0
1659798000,0
1659801600,0
1659805200,0
1659808800,0
1659812400,0
1659816000,0
1659819600,0
1659823200,0
1659826800,0
1659830400,0
1659834000,0
1659837600,0
1659841200,0
1659844800,0
1659848400,0
1659852000,0
1659855600,0
1659859200,0
1659862800,0
1659866400,0
1659870000,0
1659873600,0
1659877200,0
1659880800,0
1659884400,0
1659888000,0
1659891600,0
1659895200,0
1659898800,0
1659902400,0
1659906000,0
1659909600,0
1659913200,0
1659916800,0
1659920400,0
1659924000,0
1659927600,0
1659931200,0
1659934800,0
1659938400,0
1659942000,0
1659945600,0
1659949200,0
1659952800,0
1659956400,0
1659960000,0.4
1659963600,0
1659967200,0
1659970800,0
1659974400,0
1659978000,0
1659981600,0
1659985200,0
1659988800,0
1659992400,0
1659996000,0
1659999600,1.8
1660003200,2
1660006800,0.2
1660010400,0.2
1660014000,0
1660017600,0.6
1660021200,1
1660024800,0
1660028400,0
1660032000,0
1660035600,0
1660039200,0
1660042800,0
1660046400,0
1660050000,0
1660053600,0
1660057200,0
1660060800,0
1660064400,0
1660068000,0
1660071600,0
1660075200,0
1660078800,0
1660082400,0
1660086000,0
1660089600,0
1660093200,0
1660096800,0
1660100400,0
1660104000,0
1660107600,0
1660111200,0
1660114800,0
1660118400,0
1660122000,0
1660125600,0
1660129200,0
1660132800,0
1660136400,0
1660140000,0
1660143600,0
1660147200,0
1660150800,0
1660154400,0
1660158000,0
1660161600,0
1660165200,0
1660168800,0
1660172400,0
1660176000,0
1660179600,0
1660183200,0
1660186800,0
1660190400,0
1660194000,0
1660197600,0
1660201200,0
1660204800,0
1660208400,0
1660212000,0
1660215600,0
1660219200,0
1660222800,0
1660226400,0
1660230000,0
1660233600,0
1660237200,0
1660240800,0
1660244400,0
1660248000,0
1660251600,0
1660255200,0
1660258800,0
1660262400,0
1660266000,0
1660269600,0
1660273200,0
1660276800,0
1660280400,0
1660284000,0
1660287600,0
1660291200,0
1660294800,0
1660298400,0
1660302000,0
1660305600,0
1660309200,0
1660312800,0
1660316400,0
1660320000,0
1660323600,0
1660327200,0
1660330800,0
1660334400,0
1660338000,0.6
1660341600,0.2
1660345200,0
1660348800,0
1660352400,0
1660356000,0
1660359600,0
1660363200,0
1660366800,0
1660370400,0
1660374000,0
1660377600,0
1660381200,0
1660384800,0
1660388400,0
1660392000,0
1660395600,0
1660399200,0
1660402800,0
1660406400,0
1660410000,0
1660413600,0
1660417200,0
1660420800,0
1660424400,0
1660428000,0
1660431600,0
1660435200,0
1660438800,0
1660442400,0
1660446000,0
1660449600,0
1660453200,0
1660456800,0
1660460400,0
1660464000,0
1660467600,0
1660471200,0
1660474800,0
1660478400,0
1660482000,0
1660485600,0
1660489200,0
1660492800,0
1660496400,0
1660500000,0
1660503600,0
1660507200,0
1660510800,0
1660514400,0
1660518000,0
1660521600,0
1660525200,0
1660528800,0
1660532400,0
1660536000,0
1660539600,0
1660543200,0
1660546800,0
1660550400,0
1660554000,0
1660557600,0
1660561200,0
1660564800,0
1660568400,0
1660572000,0
1660575600,0
1660579200,0
1660582800,0
1660586400,0
1660590000,0
1660593600,0
1660597200,0
1660600800,0
1660604400,0
1660608000,0
1660611600,0
1660615200,0
1660618800,0
1660622400,0
1660626000,0
1660629600,0
1660633200,0
1660636800,0
1660640400,0
1660644000,0
1660647600,0
1660651200,0
1660654800,0
1660658400,0
1660662000,0
1660665600,0
1660669200,0
1660672800,0
1660676400,0
1660680000,0
1660683600,0
1660687200,0
1660690800,0
1660694400,0
1660698000,0
1660701600,0
1660705200,0
1660708800,0
1660712400,0
1660716000,0
1660719600,0
1660723200,0
1660726800,0
1660730400,0
1660734000,0
1660737600,0
1660741200,0
1660744800,0
1660748400,0
1660752000,0
1660755600,0
1660759200,0
1660762800,0
1660766400,0
1660770000,0
1660773600,0
1660777200,0
1660780800,0
1660784400,0
1660788000,0
1660791600,0
1660795200,0
1660798800,0
1660802400,0
1660806000,0
1660809600,0
1660813200,6.2
1660816800,0
1660820400,0
1660824000,0
1660827600,0
1660831200,0
1660834800,0
1660838400,0
1660842000,5.6
1660845600,0
1660849200,0
1660852800,1.4
1660856400,0.2
1660860000,3.8
1660863600,0
1660867200,16
1660870800,0
1660874400,0.8
1660878000,0.4
1660881600,0
1660885200,0
1660888800,0
1660892400,3
1660896000,1.8
1660899600,0
1660903200,0
1660906800,0
1660910400,0
1660914000,0.4
1660917600,0.4
1660921200,2.8
1660924800,0.2
1660928400,0
1660932000,0
1660935600,0
1660939200,0
1660942800,0
1660946400,0
1660950000,0
1660953600,0
1660957200,0
1660960800,0
1660964400,0
1660968000,0
1660971600,0
1660975200,0
1660978800,0
1660982400,0
1660986000,0
1660989600,0
1660993200,0
1660996800,0
1661000400,0
1661004000,0
1661007600,0
1661011200,0
1661014800,0
1661018400,0
1661022000,0
1661025600,0
1661029200,0
1661032800,0
1661036400,0
1661040000,0
1661043600,0
1661047200,0
1661050800,0
1661054400,0
1661058000,0
1661061600,0
1661065200,0
1661068800,0
1661072400,0
1661076000,0
1661079600,0
1661083200,0
1661086800,0
1661090400,0
1661094000,0
1661097600,0
1661101200,0
1661104800,0
1661108400,0
1661112000,0
1661115600,0
1661119200,0
1661122800,0
1661126400,0
1661130000,0
1661133600,0
1661137200,0
1661140800,0
1661144400,0
1661148000,0
1661151600,0
1661155200,0
1661158800,0
1661162400,0
1661166000,0
1661169600,0
1661173200,0
1661176800,0
1661180400,0
1661184000,0
1661187600,0
1661191200,0
1661194800,0
1661198400,0
1661202000,0
1661205600,0
1661209200,0
1661212800,0
1661216400,0
1661220000,0
1661223600,0
1661227200,0
1661230800,0
1661234400,0
1661238000,0
1661241600,0
1661245200,0
1661248800,0
1661252400,0
1661256000,0
1661259600,0
1661263200,0
1661266800,0
1661270400,0
1661274000,0
1661277600,0
1661281200,0
1661284800,0
1661288400,0
1661292000,0
1661295600,0
1661299200,0
1661302800,0
1661306400,0
1661310000,0
1661313600,0
1661317200,0
1661320800,0
1661324400,0
1661328000,0
1661331600,0
1661335200,0
1661338800,0
1661342400,0
1661346000,0
1661349600,0
1661353200,0
1661356800,0
1661360400,0
1661364000,0
1661367600,0
1661371200,0
1661374800,0
1661378400,0
1661382000,0
1661385600,0
1661389200,0
1661392800,0
1661396400,0
1661400000,0
1661403600,0
1661407200,0
1661410800,0
1661414400,0
1661418000,0
1661421600,0
1661425200,0
1661428800,0
1661432400,0
1661436000,0
1661439600,0
1661443200,0
1661446800,0
1661450400,0
1661454000,0
1661457600,0
1661461200,0
1661464800,0
1661468400,0
1661472000,0
1661475600,0
1661479200,0
1661482800,0
1661486400,0
1661490000,0
1661493600,0
1661497200,0
1661500800,0
1661504400,0
1661508000,0
1661511600,0
1661515200,0
1661518800,0
1661522400,0
1661526000,0
1661529600,0
1661533200,0
1661536800,0
1661540400,0
1661544000,0
1661547600,0
1661551200,0
1661554800,0
1661558400,0
1661562000,0
1661565600,0
1661569200,0
1661572800,0
1661576400,0
1661580000,0
1661583600,0
1661587200,0
1661590800,0
1661594400,0
1661598000,0
1661601600,0
1661605200,0.6
1661608800,0
1661612400,0
1661616000,0
1661619600,0
1661623200,0
1661626800,0
1661630400,0
1661634000,0
1661637600,0
1661641200,0
1661644800,0
1661648400,0
1661652000,0
1661655600,0
1661659200,0
1661662800,0
1661666400,0
1661670000,0
1661673600,0
1661677200,0
1661680800,0
1661684400,0
1661688000,0
1661691600,0
1661695200,0
1661698800,0
1661702400,0
1661706000,0
1661709600,0
1661713200,0
1661716800,0
1661720400,0
1661724000,0
1661727600,0
1661731200,0
1661734800,0
1661738400,0
1661742000,0
1661745600,0
1661749200,0
1661752800,0
1661756400,0
1661760000,0
1661763600,0
1661767200,0
1661770800,0
1661774400,0
1661778000,0
1661781600,0
1661785200,0
1661788800,0
1661792400,0
1661796000,0
1661799600,0
1661803200,0
1661806800,0
1661810400,0
1661814000,0
1661817600,0
1661821200,0
1661824800,0
1661828400,0
1661832000,0
1661835600,0
1661839200,0
1661842800,0
1661846400,0
1661850000,0
1661853600,0
1661857200,0
1661860800,0
1661864400,0
1661868000,0
1661871600,0
1661875200,0.4
1661878800,0.8
1661882400,0.4
1661886000,0
1661889600,0
1661893200,0
1661896800,0
1661900400,0
1661904000,0
1661907600,0
1661911200,0
1661914800,0
1661918400,0
1661922000,0
1661925600,0
1661929200,0
1661932800,0
1661936400,0
1661940000,0
1661943600,0
1661947200,1
1661950800,0.6
1661954400,0.2
1661958000,0
1661961600,0.2
1661965200,0
1661968800,0
1661972400,0
1661976000,0.2
1661979600,0
1661983200,0
