timestamp,z20_y0_x0,z20_y0_x25,z20_y0_x50,z20_y0_x80,z40_y0_x0,z40_y0_x25,z40_y0_x50,z40_y0_x80,z60_y0_x0,z60_y0_x25,z60_y0_x50,z60_y0_x80
1657666800,-8.520,-12.286,-76.559,-803.253,-14.857,-23.032,-185.614,-563.053,-45.184,-89.065,-235.127,-310.673
1657670400,-8.947,-12.451,-72.558,-795.059,-14.809,-22.560,-180.067,-560.813,-44.165,-85.688,-233.608,-307.710
1657674000,-9.338,-12.642,-69.576,-791.422,-14.828,-22.228,-176.817,-557.827,-43.516,-83.787,-232.988,-304.909
1657677600,-9.781,-12.831,-66.764,-788.694,-14.831,-21.893,-173.794,-554.901,-42.937,-82.180,-232.099,-302.342
1657681200,-10.100,-13.039,-64.345,-786.570,-14.916,-21.687,-171.524,-551.784,-42.486,-81.131,-231.007,-299.547
1657684800,-10.394,-13.241,-61.809,-786.771,-15.009,-21.505,-168.797,-549.299,-41.969,-79.824,-230.129,-297.307
1657688400,-10.683,-13.465,-60.327,-785.730,-15.132,-21.409,-166.127,-547.032,-41.501,-78.613,-229.285,-295.241
1657692000,-10.974,-13.713,-59.727,-786.283,-15.285,-21.391,-163.677,-545.341,-41.063,-77.426,-228.455,-293.625
1657695600,-11.284,-14.014,-60.342,-789.066,-15.498,-21.518,-163.053,-544.837,-40.885,-77.050,-228.176,-292.813
1657699200,-11.549,-14.326,-61.167,-788.767,-15.739,-21.727,-160.206,-545.421,-40.542,-75.769,-227.888,-292.813
1657702800,-11.896,-14.700,-63.331,-790.534,-16.010,-21.982,-158.469,-548.606,-40.311,-74.853,-228.437,-294.039
1657706400,-11.893,-15.126,-65.804,-793.677,-16.304,-22.259,-157.447,-554.925,-40.190,-74.415,-229.919,-297.514
1657710000,-9.085,-15.501,-67.905,-800.370,-16.608,-22.586,-153.069,-564.000,-39.679,-72.138,-231.876,-303.024
1657713600,-6.964,-15.747,-72.305,-804.521,-16.950,-23.018,-152.770,-571.888,-39.637,-71.622,-235.141,-309.205
1657717200,-6.102,-15.610,-79.053,-807.887,-17.241,-23.498,-153.520,-581.285,-39.734,-71.514,-239.187,-315.228
1657720800,-5.750,-15.145,-84.413,-806.640,-17.375,-23.893,-153.784,-584.711,-39.765,-71.220,-242.622,-319.364
1657724400,-5.674,-14.521,-91.399,-804.401,-17.368,-24.345,-154.680,-586.181,-39.880,-71.094,-245.908,-321.630
1657728000,-5.673,-13.857,-90.815,-799.458,-17.146,-24.612,-154.068,-585.337,-39.846,-70.454,-247.768,-321.953
1657731600,-5.849,-13.314,-88.117,-792.480,-16.786,-24.682,-152.305,-583.882,-39.691,-69.534,-248.602,-321.399
1657735200,-6.044,-12.877,-85.700,-789.767,-16.371,-24.535,-150.860,-582.519,-39.539,-68.849,-249.518,-320.446
1657738800,-6.502,-12.584,-82.470,-787.568,-15.970,-24.247,-148.616,-579.663,-39.259,-67.783,-249.627,-319.037
1657742400,-7.080,-12.463,-79.084,-783.427,-15.653,-23.915,-146.076,-576.522,-38.977,-66.750,-249.515,-317.273
1657746000,-7.655,-12.479,-78.445,-781.928,-15.447,-23.620,-144.758,-573.655,-38.845,-66.245,-249.371,-314.573
1657749600,-8.193,-12.576,-75.961,-780.646,-15.320,-23.325,-143.580,-570.765,-38.729,-65.836,-248.767,-312.163
1657753200,-8.685,-12.722,-73.683,-779.935,-15.257,-23.038,-142.526,-568.110,-38.619,-65.485,-248.097,-309.730
1657756800,-9.278,-12.863,-71.219,-779.438,-15.172,-22.712,-141.471,-565.448,-38.479,-65.148,-247.741,-307.589
1657760400,-9.671,-13.073,-69.306,-780.055,-15.212,-22.479,-140.680,-562.776,-38.386,-64.927,-247.089,-305.164
1657764000,-9.910,-13.290,-66.979,-781.657,-15.326,-22.356,-139.997,-560.494,-38.327,-64.804,-246.245,-302.976
1657767600,-10.248,-13.503,-65.933,-783.764,-15.431,-22.273,-140.973,-558.604,-38.483,-65.514,-246.251,-300.908
1657771200,-10.568,-13.712,-64.329,-783.642,-15.528,-22.156,-140.516,-556.485,-38.455,-65.613,-245.773,-298.822
1657774800,-10.907,-13.979,-64.022,-785.830,-15.685,-22.153,-141.041,-555.526,-38.485,-65.914,-245.587,-297.605
1657778400,-11.223,-14.259,-64.461,-789.418,-15.876,-22.254,-141.874,-555.012,-38.625,-66.421,-245.318,-296.451
1657782000,-11.554,-14.573,-65.490,-794.029,-16.091,-22.399,-142.012,-555.345,-38.655,-66.424,-244.837,-296.201
1657785600,-11.928,-14.985,-69.059,-797.592,-16.392,-22.738,-143.260,-557.693,-38.878,-66.830,-244.873,-296.840
1657789200,-12.328,-15.433,-72.630,-799.755,-16.718,-23.087,-142.969,-561.868,-38.907,-66.620,-245.923,-299.274
1657792800,-12.373,-15.908,-76.042,-801.175,-17.046,-23.408,-140.670,-568.822,-38.996,-66.516,-247.602,-303.651
1657796400,-9.119,-16.315,-72.409,-803.578,-17.366,-23.647,-130.767,-578.232,-38.753,-65.103,-249.933,-309.776
1657800000,-6.729,-16.616,-79.386,-804.586,-17.761,-24.188,-132.323,-587.201,-39.019,-65.399,-253.254,-315.915
1657803600,-5.798,-16.476,-87.743,-799.188,-18.119,-24.814,-133.487,-594.013,-39.245,-65.391,-256.519,-321.796
1657807200,-5.537,-15.864,-93.963,-788.948,-18.298,-25.340,-133.524,-598.837,-39.223,-64.629,-258.669,-326.487
1657810800,-5.444,-15.053,-94.771,-782.024,-18.227,-25.813,-134.568,-602.151,-39.357,-64.417,-261.664,-330.586
1657814400,-5.433,-14.303,-95.671,-775.148,-17.995,-26.165,-135.643,-604.405,-39.519,-64.439,-264.802,-333.708
1657818000,-5.431,-13.580,-94.262,-764.445,-17.514,-26.241,-134.943,-604.263,-39.553,-64.022,-267.105,-335.400
1657821600,-5.532,-13.002,-93.082,-759.904,-16.998,-26.133,-134.794,-603.412,-39.645,-64.006,-269.828,-336.143
1657825200,-5.761,-12.538,-91.021,-756.893,-16.478,-25.885,-134.171,-601.005,-39.671,-63.838,-271.421,-335.491
1657828800,-6.168,-12.268,-68.712,-566.580,-17.484,-25.979,-112.254,-288.596,-94.227,-66.943,-194.150,-150.512
1657832400,-6.791,-12.237,-68.839,-519.100,-17.960,-27.301,-114.152,-288.366,-95.675,-86.189,-194.050,-149.479
1657836000,-7.404,-12.299,-69.683,-503.237,-17.712,-27.132,-116.044,-291.479,-95.506,-88.133,-195.812,-151.159
1657839600,-7.992,-12.450,-70.776,-500.332,-17.564,-26.907,-118.222,-295.260,-97.140,-90.215,-197.780,-151.916
1657843200,-8.527,-12.661,-71.624,-504.858,-17.540,-26.782,-120.710,-299.374,-97.785,-92.435,-199.881,-153.538
1657846800,-9.018,-12.907,-73.616,-512.249,-17.589,-26.704,-123.829,-304.816,-98.286,-95.343,-202.463,-155.446
1657850400,-9.465,-13.156,-73.785,-520.829,-17.665,-26.583,-126.341,-309.133,-99.322,-97.417,-204.426,-157.058
1657854000,-9.873,-13.410,-73.932,-531.369,-17.763,-26.415,-128.267,-315.013,-100.347,-98.530,-205.654,-158.581
1657857600,-10.251,-13.663,-73.747,-540.178,-17.902,-26.343,-130.362,-320.678,-100.676,-99.834,-207.083,-161.384
1657861200,-10.616,-13.931,-73.663,-546.962,-17.922,-25.994,-130.392,-327.205,-99.841,-96.482,-207.642,-162.716
1657864800,-10.960,-14.208,-74.902,-557.331,-17.962,-25.688,-131.528,-334.699,-98.233,-92.773,-208.592,-163.992
1657868400,-11.320,-14.553,-79.085,-564.019,-17.973,-25.331,-133.707,-343.692,-97.437,-86.156,-209.516,-166.297
1657872000,-11.727,-15.009,-86.661,-572.074,-18.310,-25.534,-137.214,-353.319,-99.047,-84.129,-209.798,-169.664
1657875600,-12.162,-15.514,-89.783,-580.097,-18.827,-26.107,-140.372,-363.610,-100.687,-86.251,-209.802,-173.676
1657879200,-12.157,-16.046,-93.261,-586.158,-19.391,-26.727,-143.733,-374.184,-103.469,-88.653,-210.021,-175.006
1657882800,-9.047,-16.635,-97.704,-596.566,-20.032,-27.462,-147.255,-386.809,-106.452,-90.586,-210.924,-176.687
1657886400,-6.756,-17.014,-102.040,-609.407,-20.753,-28.259,-150.687,-403.028,-109.364,-92.984,-213.030,-182.823
1657890000,-5.924,-16.957,-107.101,-622.049,-21.880,-29.195,-154.561,-422.648,-112.444,-95.589,-215.559,-191.332
1657893600,-5.669,-16.382,-112.432,-638.565,-22.652,-30.076,-157.964,-443.770,-115.346,-98.271,-218.521,-201.971
1657897200,-5.487,-15.481,-114.427,-652.815,-20.330,-29.104,-156.552,-463.984,-89.899,-85.749,-220.625,-214.368
1657900800,-5.459,-14.563,-114.421,-664.239,-18.924,-28.751,-156.266,-482.291,-61.076,-78.524,-223.274,-226.683
1657904400,-5.479,-13.733,-112.997,-675.206,-18.009,-28.320,-155.014,-497.746,-41.774,-73.957,-225.674,-239.097
1657908000,-5.591,-13.165,-111.558,-683.907,-17.490,-28.242,-155.988,-510.282,-42.538,-75.748,-228.666,-250.491
1657911600,-5.787,-12.727,-109.297,-689.501,-16.967,-27.979,-156.242,-518.916,-43.112,-76.779,-230.710,-260.525
1657915200,-6.267,-12.453,-106.752,-692.890,-16.516,-27.677,-157.043,-524.823,-43.709,-78.094,-232.947,-269.127
1657918800,-6.878,-12.377,-104.076,-694.518,-16.186,-27.293,-157.493,-528.925,-44.237,-79.197,-234.406,-276.342
1657922400,-7.482,-12.438,-101.326,-695.769,-15.978,-26.909,-158.073,-531.232,-44.711,-80.352,-235.529,-281.952
1657926000,-8.039,-12.561,-98.605,-696.877,-15.834,-26.454,-158.567,-532.973,-45.022,-81.075,-236.865,-286.075
1657929600,-8.569,-12.735,-96.104,-697.912,-15.751,-25.984,-159.204,-533.738,-45.336,-81.902,-237.527,-289.642
1657933200,-9.030,-12.940,-93.256,-699.117,-15.754,-25.609,-160.036,-534.388,-45.628,-82.861,-238.881,-292.543
1657936800,-9.448,-13.152,-89.736,-700.107,-15.783,-25.239,-160.323,-534.249,-45.750,-83.355,-239.315,-294.469
1657940400,-9.831,-13.373,-87.055,-701.300,-15.848,-24.924,-160.636,-534.399,-45.833,-83.842,-240.009,-295.996
1657944000,-10.271,-13.817,-91.825,-703.264,-16.427,-26.202,-185.712,-534.505,-52.906,-106.395,-242.319,-297.314
1657947600,-10.627,-14.092,-90.481,-704.823,-16.595,-26.136,-188.560,-534.531,-53.674,-109.541,-242.941,-297.467
1657951200,-11.051,-14.407,-90.084,-707.059,-16.782,-26.127,-191.482,-534.630,-54.842,-113.764,-243.290,-298.134
1657954800,-11.402,-14.750,-90.280,-710.500,-17.011,-26.185,-192.469,-535.910,-54.709,-113.669,-243.804,-298.891
1657958400,-11.704,-15.116,-91.069,-714.473,-17.302,-26.409,-192.820,-538.571,-54.587,-113.452,-244.353,-300.494
1657962000,-12.091,-15.547,-93.003,-721.092,-17.626,-26.718,-194.363,-543.742,-54.662,-113.996,-246.016,-303.700
1657965600,-12.416,-15.918,-91.687,-729.164,-17.739,-26.387,-181.058,-551.096,-50.400,-97.024,-243.482,-308.473
1657969200,-11.087,-16.412,-93.311,-737.653,-18.117,-26.798,-181.430,-560.536,-50.231,-96.174,-246.816,-314.676
1657972800,-7.540,-16.797,-91.700,-744.633,-18.439,-27.073,-179.252,-568.840,-48.969,-92.599,-249.018,-320.698
1657976400,-5.979,-16.891,-92.109,-753.386,-18.788,-27.488,-178.669,-576.025,-48.273,-89.455,-248.940,-326.669
1657980000,-5.424,-16.385,-90.918,-757.044,-18.981,-27.800,-176.838,-581.610,-47.048,-84.639,-247.486,-331.880
1657983600,-5.221,-15.383,-87.292,-760.387,-18.851,-27.882,-172.495,-586.097,-45.039,-78.078,-245.937,-336.402
1657987200,-5.160,-14.350,-86.222,-764.870,-18.482,-27.989,-169.162,-589.687,-44.116,-74.839,-245.900,-340.529
1657990800,-5.163,-13.475,-85.482,-766.206,-17.913,-27.945,-166.333,-591.995,-43.290,-72.202,-244.643,-343.795
1657994400,-5.159,-12.789,-83.475,-764.290,-17.216,-27.627,-163.942,-592.355,-42.491,-69.866,-243.133,-345.557
1657998000,-5.292,-12.251,-81.376,-763.047,-16.552,-27.230,-163.296,-592.008,-41.996,-68.632,-243.287,-346.152
1658001600,-5.509,-11.863,-79.252,-761.395,-15.973,-26.782,-162.065,-590.789,-41.581,-67.446,-242.563,-345.393
1658005200,-5.771,-11.626,-77.193,-759.887,-15.493,-26.242,-161.316,-589.211,-41.191,-66.477,-242.156,-344.296
1658008800,-6.272,-11.532,-75.061,-759.560,-15.121,-25.651,-160.774,-587.881,-40.840,-65.675,-241.967,-342.908
1658012400,-6.855,-11.565,-72.951,-759.413,-14.867,-25.065,-159.792,-586.463,-40.501,-64.853,-241.410,-341.154
1658016000,-7.422,-11.681,-70.837,-759.745,-14.708,-24.491,-159.125,-584.979,-40.186,-64.180,-241.200,-339.296
